ID_CONSULTATION;CONSULTATION_DATE;SYMPTOMS;DIAGNOSIS;PET_WEIGHT;ID_PET;PET_NAME;SPECIES;BREED;PET_BIRTH_DATE;PET_GENDER;ID_TUTOR;TUTOR_NAME;ID_VACCINE;VACCINE_NAME;VACCINE_APPLICATION_DATE;VACCINE_EXPIRATION_DATE;ID_MEDICAL_RECORD;PET_BLOOD_TYPE;PET_ALLERGY;CHRONIC_PET_DISEASE;IS_CASTRATED_PET;LATEST_UPDATE_MEDICAL_RECORD;ID_CLINIC;CLINIC_NAME;RISK
52;11/12/2024;Bom estado geral;Animal hígido;4,86;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;34;Giárdia;31/05/2026;31/05/2027;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;0
52;11/12/2024;Bom estado geral;Animal hígido;4,86;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;35;Gripe Canina (V4);08/09/2025;08/09/2026;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;0
53;10/03/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;4,67;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;32;Antirrábica;10/09/2025;10/09/2026;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
53;10/03/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;4,67;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;33;V10 (Polivalente);19/03/2026;19/03/2027;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
53;10/03/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;4,67;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;34;Giárdia;31/05/2026;31/05/2027;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
53;10/03/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;4,67;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;35;Gripe Canina (V4);08/09/2025;08/09/2026;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
54;28/03/2026;Respiração ofegante;Insuficiência cardíaca compensada;4,47;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;32;Antirrábica;10/09/2025;10/09/2026;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
54;28/03/2026;Respiração ofegante;Insuficiência cardíaca compensada;4,47;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;33;V10 (Polivalente);19/03/2026;19/03/2027;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
54;28/03/2026;Respiração ofegante;Insuficiência cardíaca compensada;4,47;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;34;Giárdia;31/05/2026;31/05/2027;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
54;28/03/2026;Respiração ofegante;Insuficiência cardíaca compensada;4,47;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;35;Gripe Canina (V4);08/09/2025;08/09/2026;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
55;24/07/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;4,21;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;32;Antirrábica;10/09/2025;10/09/2026;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
55;24/07/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;4,21;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;33;V10 (Polivalente);19/03/2026;19/03/2027;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
55;24/07/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;4,21;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;34;Giárdia;31/05/2026;31/05/2027;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
55;24/07/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;4,21;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;35;Gripe Canina (V4);08/09/2025;08/09/2026;11;DEA 1.1-;;Diabetes mellitus;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
56;27/08/2024;Bom estado geral;Animal hígido;4,26;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;36;V4 Felina;12/01/2025;12/01/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;0
56;27/08/2024;Bom estado geral;Animal hígido;4,26;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;37;Leucemia Felina (FeLV);14/06/2025;14/06/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;0
57;17/12/2024;Aumento de apetite com perda de peso;Diabetes mellitus diagnosticada;4,11;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;36;V4 Felina;12/01/2025;12/01/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
57;17/12/2024;Aumento de apetite com perda de peso;Diabetes mellitus diagnosticada;4,11;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;37;Leucemia Felina (FeLV);14/06/2025;14/06/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
58;17/02/2026;Urina em excesso;Diabetes em ajuste de dose de insulina;3,88;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;36;V4 Felina;12/01/2025;12/01/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
58;17/02/2026;Urina em excesso;Diabetes em ajuste de dose de insulina;3,88;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;37;Leucemia Felina (FeLV);14/06/2025;14/06/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
59;17/05/2026;Fraqueza;Diabetes controlada - reavaliação;3,88;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;36;V4 Felina;12/01/2025;12/01/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
59;17/05/2026;Fraqueza;Diabetes controlada - reavaliação;3,88;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;37;Leucemia Felina (FeLV);14/06/2025;14/06/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
60;01/08/2026;Fraqueza;Diabetes controlada - reavaliação;3,88;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;36;V4 Felina;12/01/2025;12/01/2026;12;A;;Diabetes mellitus;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
60;01/08/2026;Fraqueza;Diabetes controlada - reavaliação;3,88;12;Mia;Gato;Maine Coon;17/08/2017 09:00;Fêmea;12;Thiago Correia Vieira;37;Leucemia Felina (FeLV);14/06/2025;14/06/2026;12;A;Alergia à picada de pulga;;N;20/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
61;24/11/2024;Leve apatia;Check-up preventivo normal;6,05;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;38;Gripe Canina (V4);08/02/2026;08/02/2027;13;DEA 4+;Alergia à picada de pulga;;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
61;24/11/2024;Leve apatia;Check-up preventivo normal;6,05;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;39;Leishmaniose;14/09/2024;14/09/2025;13;DEA 4+;Alergia à picada de pulga;;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
61;24/11/2024;Leve apatia;Check-up preventivo normal;6,05;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;40;Giárdia;02/03/2025;02/03/2026;13;DEA 4+;Alergia à picada de pulga;;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
62;08/06/2025;Leve apatia;Sem alterações significativas;6,02;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;38;Gripe Canina (V4);08/02/2026;08/02/2027;13;DEA 4+;Alergia à picada de pulga;;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
62;08/06/2025;Leve apatia;Sem alterações significativas;6,02;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;39;Leishmaniose;14/09/2024;14/09/2025;13;DEA 4+;Alergia à picada de pulga;;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
62;08/06/2025;Leve apatia;Sem alterações significativas;6,02;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;40;Giárdia;02/03/2025;02/03/2026;13;DEA 4+;Alergia à picada de pulga;;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
63;12/08/2026;Bom estado geral;Check-up preventivo normal;6,08;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;38;Gripe Canina (V4);08/02/2026;08/02/2027;13;DEA 4+;Alergia à picada de pulga;;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
63;12/08/2026;Bom estado geral;Check-up preventivo normal;6,08;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;39;Leishmaniose;14/09/2024;14/09/2025;13;DEA 4+;Alergia à picada de pulga;;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
63;12/08/2026;Bom estado geral;Check-up preventivo normal;6,08;13;Toby;Cachorro;Shih Tzu;13/02/2017 09:00;Fêmea;13;Larissa Monteiro Teixeira;40;Giárdia;02/03/2025;02/03/2026;13;DEA 4+;;Obesidade / risco de resistência à insulina;N;21/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
64;17/03/2025;Bom estado geral;Check-up preventivo normal;4,68;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;41;V4 Felina;06/12/2025;06/12/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
64;17/03/2025;Bom estado geral;Check-up preventivo normal;4,68;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;42;Antirrábica;17/04/2025;17/04/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
64;17/03/2025;Bom estado geral;Check-up preventivo normal;4,68;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;43;V5 Felina;10/07/2025;10/07/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
65;11/07/2025;Dificuldade de locomoção;Obesidade grau I;5,03;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;41;V4 Felina;06/12/2025;06/12/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
65;11/07/2025;Dificuldade de locomoção;Obesidade grau I;5,03;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;42;Antirrábica;17/04/2025;17/04/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
65;11/07/2025;Dificuldade de locomoção;Obesidade grau I;5,03;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;43;V5 Felina;10/07/2025;10/07/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
66;21/01/2026;Apetite aumentado;Obesidade grau II - risco metabólico;5,43;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;41;V4 Felina;06/12/2025;06/12/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
66;21/01/2026;Apetite aumentado;Obesidade grau II - risco metabólico;5,43;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;42;Antirrábica;17/04/2025;17/04/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
66;21/01/2026;Apetite aumentado;Obesidade grau II - risco metabólico;5,43;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;43;V5 Felina;10/07/2025;10/07/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
67;09/03/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,63;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;41;V4 Felina;06/12/2025;06/12/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
67;09/03/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,63;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;42;Antirrábica;17/04/2025;17/04/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
67;09/03/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,63;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;43;V5 Felina;10/07/2025;10/07/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
68;06/05/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,88;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;41;V4 Felina;06/12/2025;06/12/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
68;06/05/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,88;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;42;Antirrábica;17/04/2025;17/04/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
68;06/05/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,88;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;43;V5 Felina;10/07/2025;10/07/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
69;05/08/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);6,25;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;41;V4 Felina;06/12/2025;06/12/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
69;05/08/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);6,25;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;42;Antirrábica;17/04/2025;17/04/2026;14;B;;Obesidade / risco de resistência à insulina;N;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
69;05/08/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);6,25;14;Bela;Gato;Siamês;02/04/2020 09:00;Macho;14;Diego Fernandes Araújo;43;V5 Felina;10/07/2025;10/07/2026;14;B;;Doença renal crônica (estágio inicial);S;11/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
70;02/09/2024;Leve apatia;Animal hígido;4,24;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;44;Antirrábica;04/06/2025;04/06/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;0
70;02/09/2024;Leve apatia;Animal hígido;4,24;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;45;Leucemia Felina (FeLV);03/01/2026;03/01/2027;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;0
70;02/09/2024;Leve apatia;Animal hígido;4,24;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;46;V5 Felina;07/04/2025;07/04/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;0
70;02/09/2024;Leve apatia;Animal hígido;4,24;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;47;V4 Felina;11/12/2025;11/12/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;0
71;26/12/2024;Perda de apetite;Doença renal crônica - estágio 2;4,04;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;44;Antirrábica;04/06/2025;04/06/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
71;26/12/2024;Perda de apetite;Doença renal crônica - estágio 2;4,04;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;45;Leucemia Felina (FeLV);03/01/2026;03/01/2027;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
71;26/12/2024;Perda de apetite;Doença renal crônica - estágio 2;4,04;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;46;V5 Felina;07/04/2025;07/04/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
71;26/12/2024;Perda de apetite;Doença renal crônica - estágio 2;4,04;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;47;V4 Felina;11/12/2025;11/12/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
72;29/11/2025;Vômitos ocasionais;Doença renal crônica - estágio 3 (piora);3,83;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;44;Antirrábica;04/06/2025;04/06/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
72;29/11/2025;Vômitos ocasionais;Doença renal crônica - estágio 3 (piora);3,83;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;45;Leucemia Felina (FeLV);03/01/2026;03/01/2027;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
72;29/11/2025;Vômitos ocasionais;Doença renal crônica - estágio 3 (piora);3,83;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;46;V5 Felina;07/04/2025;07/04/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
72;29/11/2025;Vômitos ocasionais;Doença renal crônica - estágio 3 (piora);3,83;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;47;V4 Felina;11/12/2025;11/12/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
73;15/03/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,62;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;44;Antirrábica;04/06/2025;04/06/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
73;15/03/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,62;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;45;Leucemia Felina (FeLV);03/01/2026;03/01/2027;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
73;15/03/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,62;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;46;V5 Felina;07/04/2025;07/04/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
73;15/03/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,62;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;47;V4 Felina;11/12/2025;11/12/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
74;28/07/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,53;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;44;Antirrábica;04/06/2025;04/06/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
74;28/07/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,53;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;45;Leucemia Felina (FeLV);03/01/2026;03/01/2027;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
74;28/07/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,53;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;46;V5 Felina;07/04/2025;07/04/2026;15;A;;Doença renal crônica (estágio inicial);S;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
74;28/07/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,53;15;Max;Gato;Maine Coon;13/12/2012 09:00;Macho;15;Beatriz Cunha Machado;47;V4 Felina;11/12/2025;11/12/2026;15;A;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;27/07/2026 09:00;3;PetCare Clínica Veterinária;1
75;17/09/2024;Nenhum sintoma - checkup de rotina;Animal hígido;6,02;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;48;Giárdia;10/03/2026;10/03/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
75;17/09/2024;Nenhum sintoma - checkup de rotina;Animal hígido;6,02;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;49;Antirrábica;07/05/2026;07/05/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
76;14/11/2024;Vermelhidão na pele;Otite externa secundária a alergia;6,1;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;48;Giárdia;10/03/2026;10/03/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
76;14/11/2024;Vermelhidão na pele;Otite externa secundária a alergia;6,1;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;49;Antirrábica;07/05/2026;07/05/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
77;16/09/2025;Lambedura excessiva das patas;Piodermite superficial;6,16;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;48;Giárdia;10/03/2026;10/03/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
77;16/09/2025;Lambedura excessiva das patas;Piodermite superficial;6,16;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;49;Antirrábica;07/05/2026;07/05/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
78;30/03/2026;Otite recorrente;Alergia alimentar suspeita;6,14;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;48;Giárdia;10/03/2026;10/03/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
78;30/03/2026;Otite recorrente;Alergia alimentar suspeita;6,14;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;49;Antirrábica;07/05/2026;07/05/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
79;12/04/2026;Otite recorrente;Alergia alimentar suspeita;6,25;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;48;Giárdia;10/03/2026;10/03/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
79;12/04/2026;Otite recorrente;Alergia alimentar suspeita;6,25;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;49;Antirrábica;07/05/2026;07/05/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
